,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu3451,Fungi,Ascomycota,,,,,
Otu1738,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,
Otu6150,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema,Lophiotrema_rubi
Otu2935,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Xenasma,Xenasma_rimicola
Otu2912,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu3340,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,,,
Otu4117,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2277,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu1909,Fungi,Ascomycota,,,,,
Otu1681,Fungi,Ascomycota,Sordariomycetes,,,,
Otu2026,Fungi,,,,,,
Otu1885,Fungi,,,,,,
Otu2220,Fungi,,,,,,
Otu2110,Fungi,Ascomycota,Dothideomycetes,,,,
Otu2037,Fungi,,,,,,
Otu2231,Fungi,Basidiomycota,Agaricomycetes,GS29,unidentified,unidentified,
Otu11072,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,
Otu2163,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Mycoleptodiscus,
Otu2093,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
Otu2462,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu2466,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,unidentified
Otu3119,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu2052,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Gymnopilus,
Otu3096,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu2001,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu1972,Fungi,Ascomycota,,,,,
Otu1471,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,
Otu1914,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,,
Otu2136,Fungi,Ascomycota,Leotiomycetes,,,,
Otu2882,Fungi,Ascomycota,,,,,
Otu9963,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocladiella,Cylindrocladiella_variabilis
Otu2041,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_polychromum
Otu1960,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu10339,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2229,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu10525,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria_diademata
Otu1645,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,unidentified
Otu1953,Fungi,Ascomycota,Leotiomycetes,,,,
Otu11464,Fungi,Ascomycota,,,,,
Otu2384,Fungi,Ascomycota,,,,,
Otu1757,Fungi,,,,,,
Otu4092,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_intraradices
Otu1696,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,,
Otu2083,Fungi,Ascomycota,,,,,
Otu2421,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,unidentified,unidentified
Otu1941,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,
Otu5235,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
Otu2078,Fungi,Ascomycota,,,,,
Otu1837,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,,
Otu10577,Fungi,Ascomycota,Dothideomycetes,,,,
Otu2774,Fungi,Basidiomycota,Tremellomycetes,,,,
Otu1736,Fungi,Basidiomycota,,,,,
Otu1864,Fungi,Ascomycota,,,,,
Otu2325,Fungi,,,,,,
Otu1764,Fungi,Basidiomycota,Tremellomycetes,,,,
Otu1773,Fungi,Ascomycota,,,,,
Otu2465,Fungi,Ascomycota,,,,,
Otu2497,Fungi,Basidiomycota,Agaricomycetes,Russulales,unidentified,unidentified,
Otu2417,Fungi,Basidiomycota,Agaricomycetes,GS28,unidentified,unidentified,
Otu1873,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu1748,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
Otu2471,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2204,Fungi,Ascomycota,,,,,
Otu2012,Fungi,Ascomycota,,,,,
Otu2137,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_diobovata
Otu2025,Fungi,,,,,,
Otu11147,Fungi,Ascomycota,,,,,
Otu2327,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,
Otu2086,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,unidentified,unidentified
Otu2960,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,,
Otu2050,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,
Otu1761,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,
Otu2270,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
Otu2806,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraplosphaeria,
Otu1707,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Triposporium,Triposporium_cycadicola
Otu2355,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified
Otu2213,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu2756,Fungi,Ascomycota,,,,,
Otu3408,Fungi,Mucoromycota,Endogonomycetes,Endogonales,unidentified,unidentified,
Otu11214,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,unidentified
Otu1939,Fungi,Basidiomycota,Pucciniomycetes,unidentified,unidentified,unidentified,unidentified
Otu3034,Fungi,Ascomycota,,,,,
Otu2115,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,
Otu1888,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu2581,Fungi,Ascomycota,Leotiomycetes,,,,
Otu3379,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu7437,Fungi,Ascomycota,,,,,
Otu2304,Fungi,Basidiomycota,Agaricomycetes,Corticiales,unidentified,unidentified,unidentified
Otu2852,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Luellia,
Otu2647,Fungi,Ascomycota,Leotiomycetes,,,,
Otu10321,Fungi,Ascomycota,,,,,
Otu4719,Fungi,Basidiomycota,,,,,
Otu1844,Fungi,Ascomycota,,,,,
Otu1856,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,,
Otu1896,Fungi,Ascomycota,,,,,
Otu3611,Fungi,Ascomycota,Sordariomycetes,,,,
Otu1821,Fungi,Ascomycota,,,,,
Otu1779,Fungi,Ascomycota,,,,,
Otu2097,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,
Otu10659,Fungi,Ascomycota,Lecanoromycetes,,,,
Otu3098,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu1809,Fungi,Basidiomycota,,,,,
Otu11358,Fungi,Ascomycota,,,,,
Otu1494,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ascosphaeraceae,Ascosphaera,
Otu1994,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,
Otu1902,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu1655,Fungi,Ascomycota,,,,,
Otu2081,Fungi,,,,,,
Otu11075,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu1677,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu3527,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
Otu10028,Fungi,Ascomycota,,,,,
Otu9354,Fungi,Ascomycota,,,,,
Otu9032,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,
Otu1737,Fungi,Ascomycota,Sordariomycetes,,,,
Otu1838,Fungi,Ascomycota,,,,,
Otu1884,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Neobulgaria,Neobulgaria_pura
Otu3709,Fungi,Mucoromycota,Endogonomycetes,Endogonales,,,
Otu1828,Fungi,Ascomycota,,,,,
Otu1697,Fungi,,,,,,
Otu2805,Fungi,Ascomycota,,,,,
Otu6286,Fungi,Ascomycota,,,,,
Otu9047,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,unidentified,
Otu2629,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,unidentified
Otu3481,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified
Otu4371,Fungi,,,,,,
Otu1975,Fungi,,,,,,
Otu1869,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,unidentified,
Otu1934,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,unidentified,unidentified
Otu2983,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Ascocoryne,unidentified
Otu2284,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,
Otu1765,Fungi,Ascomycota,,,,,
Otu2534,Fungi,Ascomycota,,,,,
Otu9993,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu1808,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu1894,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu2323,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1654,Fungi,Ascomycota,,,,,
Otu1780,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma_sparsiannulatum
Otu11365,Fungi,Glomeromycota,,,,,
Otu2390,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,
Otu1967,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu1816,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu3084,Fungi,,,,,,
Otu2105,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
Otu1870,Fungi,Basidiomycota,Tremellomycetes,,,,
Otu1621,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu1810,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,
Otu2996,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
Otu3247,Fungi,Basidiomycota,,,,,
Otu2011,Fungi,Ascomycota,,,,,
Otu2938,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,unidentified,unidentified
Otu1685,Fungi,Basidiomycota,Pucciniomycetes,unidentified,unidentified,unidentified,unidentified
Otu10786,Fungi,Ascomycota,,,,,
Otu1571,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,
Otu1520,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus_petasatus
Otu2512,Fungi,Ascomycota,,,,,
Otu10891,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,
Otu1612,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Lapidomyces,Lapidomyces_hispanicus
Otu2259,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus_gilvus
Otu1728,Fungi,Basidiomycota,,,,,
Otu1854,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1692,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
Otu1867,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1871,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,
Otu1628,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,unidentified,unidentified,unidentified
Otu2948,Fungi,Ascomycota,Sordariomycetes,,,,
Otu1416,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,
Otu2423,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus_bisporus
Otu2117,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_salicinus
Otu1753,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,,
Otu1708,Fungi,Ascomycota,,,,,
Otu8697,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,
Otu1597,Fungi,Ascomycota,,,,,
Otu1912,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,
Otu1438,Fungi,Ascomycota,,,,,
Otu1817,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2982,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus_altipes
Otu1811,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,
Otu2428,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,,,
Otu11101,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,,
Otu10389,Fungi,Ascomycota,,,,,
Otu6063,Fungi,Ascomycota,,,,,
Otu2571,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu2139,Fungi,Ascomycota,,,,,
Otu1703,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Coriolaceae,Rigidoporus,Rigidoporus_sanguinolentus
Otu2764,Fungi,Ascomycota,Leotiomycetes,,,,
Otu2010,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Cystostereaceae,unidentified,
Otu10488,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania_bipapillata
Otu10811,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria_diademata
Otu1465,Fungi,Ascomycota,Dothideomycetes,,,,
Otu1576,Fungi,Ascomycota,,,,,
Otu3165,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,
Otu1785,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,,
Otu10672,Fungi,Ascomycota,Dothideomycetes,,,,
Otu1730,Fungi,Ascomycota,,,,,
Otu2993,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Eucasphaeria,Eucasphaeria_capensis
Otu2040,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,
Otu9577,Fungi,Ascomycota,Leotiomycetes,,,,
Otu3791,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Polyphialoseptoria,
Otu2919,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis
Otu1509,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Guehomyces,Guehomyces_pullulans
Otu1793,Fungi,Ascomycota,Dothideomycetes,,,,
Otu1580,Fungi,Basidiomycota,,,,,
Otu1584,Fungi,Ascomycota,,,,,
Otu2293,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma,Helicoma_fumosum
Otu1913,Fungi,Ascomycota,,,,,
Otu2318,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,
Otu2214,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania_diffusa
Otu3833,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified
Otu3020,Fungi,Ascomycota,Lecanoromycetes,,,,
Otu2006,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,
Otu1800,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_persica
Otu1740,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,
Otu3136,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2272,Fungi,Basidiomycota,Tremellomycetes,,,,
Otu1678,Fungi,Ascomycota,,,,,
Otu2508,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,
Otu2801,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_calyculus
Otu1781,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
Otu2051,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu2561,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu1797,Fungi,Basidiomycota,Tremellomycetes,,,,
Otu2375,Fungi,Ascomycota,,,,,
Otu2401,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,unidentified,
Otu7202,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu2138,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu1705,Fungi,Ascomycota,,,,,
Otu2436,Fungi,Ascomycota,,,,,
Otu1453,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,,
Otu2326,Fungi,Ascomycota,,,,,
Otu1927,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Slooffia,Slooffia_tsugae
Otu1732,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu1881,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu2579,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu1876,Fungi,,,,,,
Otu2516,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia,
Otu2004,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu2173,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Panaeolus,Panaeolus_papilionaceus
Otu1812,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu774,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Amphinema,Amphinema_byssoides
Otu1747,Fungi,Basidiomycota,Agaricomycetes,Polyporales,unidentified,unidentified,
Otu1724,Fungi,Ascomycota,Sordariomycetes,Xylariales,Cainiaceae,Cainia,Cainia_anthoxanthis
Otu3334,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified
Otu1723,Fungi,Ascomycota,,,,,
Otu1646,Fungi,,,,,,
Otu2622,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus_subcyathiformis
Otu2256,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu2395,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu1599,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,,
Otu1910,Fungi,Ascomycota,,,,,
Otu2162,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu5201,Fungi,,,,,,
Otu2683,Fungi,Basidiomycota,,,,,
Otu2876,Fungi,Glomeromycota,unidentified,unidentified,unidentified,unidentified,
Otu1792,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
Otu1752,Fungi,Ascomycota,,,,,
Otu1893,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_humilis
Otu2680,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,unidentified
Otu1463,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu1733,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
Otu1958,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,unidentified,unidentified
Otu1562,Fungi,Ascomycota,Leotiomycetes,,,,
Otu1575,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
Otu1839,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1908,Fungi,Mucoromycota,Endogonomycetes,Endogonales,unidentified,unidentified,
Otu1573,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu2559,Fungi,,,,,,
Otu2902,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,,
Otu1845,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu1729,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniaceae,unidentified,
Otu3890,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Letendraea,Letendraea_helminthicola
Otu2300,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
Otu11291,Fungi,Ascomycota,,,,,
Otu3008,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,
Otu1373,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified
Otu2095,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Hyphodontia,Hyphodontia_pallidula
Otu2132,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1758,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocladium,Cylindrocladium_buxicola
Otu10965,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu2758,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,
Otu1900,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Camptophora,
Otu1525,Fungi,,,,,,
Otu3189,Fungi,,,,,,
Otu2049,Fungi,Ascomycota,,,,,
Otu10169,Fungi,,,,,,
Otu1582,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
Otu2146,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Biatriosporaceae,Biatriospora,
Otu1875,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1833,Fungi,Ascomycota,,,,,
Otu1818,Fungi,,,,,,
Otu10958,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu2194,Fungi,Ascomycota,Sordariomycetes,,,,
Otu1588,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,unidentified,unidentified
Otu2786,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,
Otu2054,Fungi,Ascomycota,,,,,
Otu2397,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,
Otu2291,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,
Otu8030,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_pseudensiforme
Otu2160,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,,
Otu2400,Fungi,Ascomycota,,,,,
Otu1648,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,
Otu1666,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu2485,Fungi,Chytridiomycota,Spizellomycetes,,,,
Otu2818,Fungi,Ascomycota,Sordariomycetes,Diaporthales,,,
Otu10340,Fungi,Ascomycota,,,,,
Otu1480,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
Otu2891,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu2098,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu1314,Fungi,,,,,,
Otu1751,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Basidiodendron,
Otu1473,Fungi,Ascomycota,Leotiomycetes,,,,
Otu1616,Fungi,,,,,,
Otu1993,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,unidentified,
Otu2425,Fungi,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Endogone,
Otu7882,Fungi,Ascomycota,Sordariomycetes,,,,
Otu2216,Fungi,Ascomycota,,,,,
Otu1585,Fungi,,,,,,
Otu2027,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified
Otu1552,Fungi,Ascomycota,Leotiomycetes,,,,
Otu2641,Fungi,,,,,,
Otu1805,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,Crepidotus_malachius
Otu2075,Fungi,Basidiomycota,,,,,
Otu1664,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Schizoparmaceae,Coniella,
Otu2226,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,unidentified,unidentified
Otu8264,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,unidentified,unidentified
Otu1464,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_sake
Otu1647,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu4617,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu1968,Fungi,,,,,,
Otu1511,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,
Otu1518,Fungi,Ascomycota,,,,,
Otu5638,Fungi,,,,,,
Otu1608,Fungi,Ascomycota,Orbiliomycetes,,,,
Otu1804,Fungi,Ascomycota,Leotiomycetes,,,,
Otu2330,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu1503,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,
Otu1858,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,
Otu2487,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_salmonis
Otu2019,Fungi,Ascomycota,,,,,
Otu2488,Fungi,Ascomycota,,,,,
Otu1295,Fungi,,,,,,
Otu10184,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Roussoella,
Otu10372,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu1483,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus_biglobosus
Otu3252,Fungi,Ascomycota,,,,,
Otu1882,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,
Otu1603,Fungi,Ascomycota,Sordariomycetes,Diaporthales,,,
Otu2574,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Asterostroma,
Otu10582,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu2048,Fungi,,,,,,
Otu1691,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,
